EC number	KO
1.1.1.404	K21607
6.3.3.7	K21610
6.4.1.9	K21612
1.14.11.56	K21614
1.14.11.57	K21615
1.1.1.407	K21616
5.1.1.22	K21617
1.1.99.40	K21618
5.1.2.7	K21619
1.1.1.16	K21620
2.7.1.101	K21621
5.1.3.40	K21622
4.4.1.35	K21623
1.1.98.6	K21636
1.4.3.25	K21639
1.21.99.5	K21647
1.4.1.12	K21672
1.4.1.26	K21672
1.17.5.2	K21673
1.17.2.2	K21676
1.17.8.1	K21677
4.2.3.156	K21679
1.1.1.137	K21680
1.2.1.51	K21682
1.14.13.210	K21683
1.14.13.209	K21684
1.14.14.97	K21692
1.14.14.98	K21693
1.1.1.406	K21702
1.14.18.4	K21704
1.14.19.10	K21705
1.14.19.12	K21706
1.14.19.13	K21707
1.14.19.14	K21708
1.14.19.15	K21709
1.14.19.16	K21710
1.14.99.53	K21713
1.14.14.141	K21714
1.14.14.148	K21715
1.14.14.114	K21716
1.14.14.113	K21717
1.14.14.122	K21718
1.14.14.70	K21719
1.14.14.68	K21719
1.14.14.182	K21720
1.5.1.51	K21721
1.14.13.178	K21722
1.14.13.179	K21723
1.14.13.128	K21724
1.14.13.166	K21725
1.14.13.167	K21725
1.14.13.29	K21726
1.14.11.43	K21728
1.14.11.44	K21729
1.14.13.160	K21730
1.14.14.108	K21731
1.14.19.4	K21732
1.14.19.19	K21733
1.14.19.29	K21734
1.14.19.30	K21735
1.14.19.33	K21736
1.14.19.34	K21736
1.14.19.38	K21737
1.14.19.47	K21737
2.7.7.92	K21749
1.13.11.45	K21794
1.13.12.9	K21795
1.3.7.6	K21796
1.2.1.67	K21802
1.13.12.19	K21815
1.14.20.7	K21815
1.8.98.3	K21816
1.3.99.36	K21818
1.5.1.46	K21819
1.11.2.1	K21820
1.13.11.48	K21821
1.13.11.82	K21822
1.13.12.13	K21823
1.5.7.3	K21833
1.1.98.5	K21835
1.1.99.6	K21836
1.1.1.326	K21837
1.3.1.92	K21838
1.3.1.103	K21839
1.1.3.5	K21840
1.1.1.401	K21883
1.8.5.1	K21888
2.1.1.94	K21895
2.1.1.99	K21896
3.4.24.52	K21897
5.1.1.12	K21898
4.2.1.110	K21899
5.1.3.38	K21909
5.3.1.33	K21910
5.3.1.34	K21911
4.2.3.117	K21925
4.2.3.105	K21925
4.2.3.112	K21926
4.2.3.125	K21927
4.2.3.126	K21927
5.4.99.55	K21928
4.2.3.113	K21930
4.2.3.114	K21931
4.2.3.94	K21933
2.3.3.19	K21934
2.3.1.264	K21935
2.1.1.342	K21936
2.1.1.340	K21937
4.2.3.107	K21938
4.2.3.110	K21939
5.4.99.46	K21940
5.4.99.49	K21941
5.4.99.50	K21942
5.4.99.51	K21943
2.8.1.15	K21947
2.7.1.217	K21948
2.5.1.140	K21949
4.2.3.97	K21978
4.2.3.98	K21979
4.2.3.100	K21980
4.2.3.121	K21981
4.2.3.128	K21982
4.2.3.136	K21983
4.2.3.138	K21984
4.2.3.139	K21985
4.2.3.143	K21986
5.3.3.7	K22002
4.1.1.113	K22004
4.99.1.11	K22011
6.3.5.12	K22012
4.99.1.10	K22013
1.17.98.4	K22015
1.1.1.408	K22024
1.1.1.409	K22024
1.1.1.410	K22025
1.14.13.235	K22027
1.14.99.56	K22032
4.2.3.82	K22035
4.2.3.83	K22035
4.2.3.31	K22052
4.2.3.52	K22053
4.2.3.65	K22054
4.2.3.68	K22055
4.2.3.84	K22055
4.2.3.85	K22055
4.2.3.74	K22056
4.2.3.77	K22057
4.2.3.91	K22058
4.2.3.127	K22058
4.2.3.129	K22058
4.2.3.92	K22059
4.2.3.95	K22060
4.2.3.123	K22061
4.2.3.135	K22062
4.2.3.133	K22065
3.2.1.107	K22078
3.4.21.84	K22079
3.4.21.85	K22080
2.1.1.21	K22081
1.5.99.5	K22084
1.3.3.8	K22089
1.14.19.54	K22093
1.5.1.27	K22093
1.14.14.163	K22094
2.3.1.285	K22095
1.14.14.167	K22096
3.1.1.105	K22097
1.1.1.415	K22098
4.2.1.160	K22100
4.1.2.60	K22101
4.1.2.59	K22102
6.3.2.46	K22113
6.3.2.47	K22114
6.3.2.48	K22115
2.7.1.219	K22129
2.7.1.220	K22129
4.1.1.104	K22130
5.3.1.35	K22131
6.2.1.8	K22133
1.5.98.3	K22158
1.5.7.2	K22162
1.1.98.4	K22171
1.1.1.175	K22185
3.1.3.63	K22200
3.13.2.3	K22205
4.2.1.81	K22209
4.2.1.48	K22210
4.1.1.101	K22212
4.1.1.52	K22213
2.8.3.27	K22214
1.1.1.120	K22215
1.14.14.21	K22219
1.14.14.22	K22220
4.1.1.111	K22225
1.3.98.6	K22227
3.2.1.7	K22245
2.3.1.110	K22246
2.3.1.136	K22247
2.4.1.231	K22248
3.1.1.76	K22249
1.1.1.135	K22252
3.2.1.60	K22253
2.1.1.343	K22269
1.14.13.24	K22270
3.4.21.98	K22273
3.2.1.75	K22276
3.5.1.104	K22278
3.2.1.119	K22279
3.1.3.105	K22292
1.14.11.77	K22303
3.1.3.85	K22306
3.2.1.204	K22307
3.2.1.205	K22308
2.1.1.344	K22309
2.3.2.30	K22310
2.3.1.265	K22311
2.8.2.39	K22312
3.1.7.12	K22313
3.4.19.16	K22314
2.3.3.20	K22317
4.1.1.114	K22318
6.1.3.1	K22319
1.1.1.412	K22320
2.8.2.38	K22321
1.1.1.413	K22322
1.1.99.41	K22323
1.14.13.237	K22324
1.14.15.23	K22325
1.14.14.104	K22326
4.1.1.108	K22327
4.1.1.109	K22328
1.17.1.11	K22338
1.14.13.238	K22342
4.3.1.9	K22345
1.8.1.20	K22347
1.14.13.69	K22353
4.4.1.23	K22363
1.8.1.5	K22364
1.14.14.50	K22365
5.1.2.1	K22373
1.1.1.285	K22374
4.1.2.28	K22397
1.14.11.6	K22406
3.5.1.136	K22408
2.5.1.142	K22423
2.7.3.13	K22424
3.2.1.206	K22425
2.4.1.350	K22426
4.1.1.53	K22427
1.3.1.108	K22430
1.14.99.59	K22434
2.7.1.222	K22435
2.1.1.345	K22436
2.1.1.145	K22438
2.1.1.169	K22439
2.1.1.232	K22440
2.3.1.68	K22442
1.14.13.239	K22443
1.2.99.10	K22445
2.6.1.14	K22457
1.13.11.84	K22458
1.3.1.113	K22462
2.3.1.277	K22463
4.1.1.106	K22464
4.1.99.23	K22465
4.2.3.195	K22467
2.7.4.34	K22468
1.8.5.8	K22470
1.1.5.5	K22473
1.13.12.18	K22500
4.2.3.191	K22542
2.1.1.15	K22545
1.14.99.15	K22553
1.14.11.82	K22570
2.1.1.387	K22571
1.1.1.437	K22572
3.13.1.7	K22576
2.1.1.347	K22577
2.1.5.1	K22578
2.7.9.6	K22579
3.1.1.103	K22580
6.3.2.50	K22581
2.3.1.268	K22586
4.3.1.16	K22589
2.1.1.47	K22590
2.4.1.352	K22597
2.6.1.114	K22598
3.4.23.16	K22599
3.4.23.47	K22599
2.1.3.5	K22601
3.5.1.126	K22602
1.1.1.52	K22604
1.1.1.392	K22605
1.1.1.391	K22606
1.1.1.393	K22607
1.14.11.58	K22616
2.3.1.270	K22617
1.13.12.24	K22619
1.14.14.63	K22620
1.14.14.64	K22621
1.8.2.6	K22622
1.14.14.62	K22634
1.14.14.60	K22635
1.14.14.65	K22635
1.14.14.67	K22637
1.14.14.61	K22638
4.5.1.1	K22678
1.13.11.85	K22690
1.14.14.72	K22691
1.14.19.57	K22692
1.14.19.58	K22693
1.14.19.59	K22694
1.14.19.60	K22695
2.4.2.59	K22699
2.4.1.354	K22706
2.4.1.353	K22707
2.4.1.355	K22708
2.4.1.53	K22709
2.4.1.70	K22710
1.14.19.56	K22712
2.4.1.370	K22721
2.7.1.227	K22723
2.7.1.228	K22725
2.4.1.159	K22772
2.4.1.239	K22794
2.3.1.288	K22795
2.3.1.273	K22797
4.1.1.110	K22813
2.7.7.100	K22837
2.3.1.272	K22838
2.5.1.146	K22841
2.3.1.271	K22842
2.4.1.356	K22844
2.4.1.357	K22845
2.8.5.1	K22847
1.14.20.9	K22874
1.14.20.10	K22874
1.14.19.61	K22875
1.14.20.11	K22876
1.14.20.12	K22877
1.14.14.77	K22880
2.3.1.33	K22888
1.18.6.2	K22896
2.8.2.40	K22905
3.7.1.4	K22906
3.1.4.59	K22927
4.2.3.192	K22929
4.2.3.193	K22930
5.5.1.29	K22931
1.14.14.88	K22932
4.2.3.183	K22945
4.2.1.173	K22946
4.2.3.186	K22947
5.5.1.28	K22948
2.4.1.358	K22950
4.1.99.24	K22952
4.1.99.25	K22953
4.1.1.59	K22958
1.7.6.1	K22962
5.4.4.8	K22963
5.4.99.65	K22964
5.4.99.66	K22965
3.6.2.1	K22966
4.2.3.194	K22967
5.5.1.31	K22971
5.5.1.32	K22971
5.5.1.33	K22971
4.2.3.164	K22978
1.14.19.74	K22995
1.14.20.14	K22996
1.14.99.61	K22997
1.14.99.62	K22998
1.1.1.414	K23005
1.13.11.86	K23019
1.14.14.155	K23020
4.2.3.160	K23021
4.2.3.161	K23022
4.2.3.163	K23023
4.2.3.171	K23023
4.2.3.166	K23024
7.1.3.1	K23025
4.2.3.170	K23030
4.2.3.175	K23031
4.2.3.176	K23032
1.14.19.27	K23036
4.2.1.174	K23042
4.2.3.157	K23043
4.2.3.181	K23044
4.2.3.182	K23045
4.2.3.187	K23046
2.1.1.231	K23053
1.14.19.28	K23054
1.11.1.17	K23075
1.8.1.16	K23076
2.1.1.350	K23078
2.4.1.359	K23079
3.2.1.144	K23082
3.2.1.208	K23086
2.5.1.130	K23094
2.1.1.329	K23095
1.1.1.110	K23109
4.2.1.175	K23110
1.13.11.87	K23117
1.14.19.75	K23119
2.5.1.152	K23120
4.2.1.172	K23121
1.5.1.52	K23122
1.14.14.159	K23134
1.14.14.160	K23134
1.14.14.164	K23136
1.14.14.165	K23137
2.3.1.276	K23144
1.14.11.60	K23145
1.1.1.59	K23146
2.7.1.223	K23147
2.7.1.224	K23148
3.1.1.104	K23149
3.5.1.129	K23150
2.5.1.148	K23152
2.1.1.351	K23153
2.4.1.360	K23154
2.5.1.149	K23155
2.3.1.278	K23156
2.3.1.279	K23156
2.1.1.352	K23157
6.3.2.53	K23169
5.1.1.23	K23170
4.2.3.196	K23171
4.2.3.198	K23172
4.2.3.199	K23173
4.2.3.200	K23174
4.6.1.20	K23175
1.14.14.170	K23177
1.14.14.169	K23178
1.14.19.76	K23179
7.2.2.18	K23184
7.2.2.17	K23188
1.1.1.201	K23231
1.1.1.324	K23232
1.5.1.11	K23233
1.5.1.23	K23235
1.1.1.420	K23244
1.1.1.421	K23245
3.1.1.115	K23246
2.7.1.231	K23247
4.1.1.120	K23248
7.2.2.15	K23254
3.6.1.69	K23258
1.1.1.80	K23259
2.4.1.128	K23260
2.4.1.116	K23261
1.1.3.10	K23272
1.1.5.14	K23273
1.14.14.85	K23276
2.3.1.144	K23277
2.4.1.136	K23279
2.4.1.351	K23280
3.4.17.17	K23355
3.5.1.84	K23359
1.13.11.88	K23363
1.14.15.37	K23364
2.3.1.281	K23365
2.7.1.226	K23370
2.7.1.225	K23371
6.3.2.54	K23372
4.1.1.117	K23373
6.3.2.55	K23374
6.3.2.56	K23375
1.14.11.62	K23378
4.1.1.115	K23384
4.1.1.116	K23385
2.1.1.353	K23394
2.4.1.361	K23395
2.4.1.362	K23396
2.6.1.115	K23397
2.3.1.282	K23414
2.3.1.283	K23415
2.3.1.284	K23416
3.4.17.24	K23435
6.3.2.58	K23446
6.3.2.57	K23447
1.3.1.36	K23493
1.11.1.14	K23515
1.14.11.48	K23516
1.14.13.16	K23517
3.1.1.106	K23518
3.7.1.24	K23519
2.4.1.363	K23520
2.4.1.364	K23521
2.4.1.365	K23522
2.4.1.366	K23523
2.4.1.367	K23524
2.4.1.368	K23525
1.6.5.6	K23528
1.6.5.7	K23529
4.2.3.201	K23530
4.2.3.202	K23530
4.2.3.203	K23530
1.14.13.246	K23556
1.1.1.417	K23557
1.1.1.418	K23558
6.3.2.40	K23627
3.1.1.107	K23721
3.1.1.109	K23723
4.2.3.174	K23724
4.2.3.204	K23724
2.4.1.369	K23725
3.5.1.133	K23726
2.3.1.291	K23727
3.1.3.106	K23736
1.3.1.120	K23738
3.2.1.209	K23741
3.4.24.33	K23743
2.3.1.289	K23744
2.3.1.290	K23747
1.14.99.65	K23752
2.7.4.33	K23753
4.2.3.197	K23754
2.4.2.62	K23800
5.5.1.34	K23862
4.2.3.205	K23873
5.4.99.67	K23874
6.2.1.60	K23875
5.6.1.9	K23876
1.3.1.123	K23968
2.1.1.363	K23973
2.4.1.372	K23974
2.8.1.16	K23975
3.1.1.112	K23978
3.2.1.210	K23979
3.4.13.23	K23980
2.4.1.373	K23981
2.4.1.374	K23982
2.7.1.230	K23983
3.1.3.107	K23984
1.1.1.419	K23990
1.1.2.10	K23995
1.14.11.71	K23996
2.7.7.104	K23999
1.14.11.70	K24001
1.3.1.121	K24002
1.14.13.247	K24003
7.1.1.4	K24009
1.3.8.15	K24016
3.2.1.213	K24100
6.2.1.63	K24101
6.2.1.62	K24110
1.1.98.7	K24118
1.11.1.26	K24119
1.11.1.29	K24120
1.14.18.12	K24121
1.17.99.8	K24122
3.1.3.91	K24242
5.1.3.28	K24258
4.1.1.121	K24268
4.1.2.62	K24269
2.6.1.119	K24276
2.3.2.35	K24277
1.11.2.6	K24287
2.1.1.365	K24288
3.2.1.214	K24289
1.13.11.90	K24290
1.14.11.72	K24291
1.14.14.172	K24293
1.8.2.7	K24299
1.1.1.426	K24310
2.1.1.368	K24405
2.1.1.369	K24406
2.1.1.372	K24407
6.2.1.65	K24408
6.2.2.1	K24409
6.2.2.2	K24411
6.2.2.3	K24411
1.14.14.174	K24441
1.1.1.424	K24442
3.1.1.68	K24443
1.14.11.74	K24448
1.14.11.75	K24449
1.17.9.2	K24452
2.3.1.298	K24622
2.4.1.343	K24654
2.1.1.373	K24666
2.1.1.374	K24667
3.1.7.13	K24668
3.1.3.60	K24670
5.1.3.44	K24671
5.3.1.36	K24672
1.4.3.26	K24693
1.3.98.7	K24696
4.1.99.26	K24696
3.4.14.14	K24697
1.13.11.91	K24700
1.14.11.76	K24701
1.14.15.38	K24702
1.14.99.67	K24704
1.14.99.68	K24705
1.17.99.10	K24713
1.17.99.11	K24716
3.1.26.13	K24802
7.5.2.3	K24819
2.1.3.16	K24871
6.3.4.25	K24972
1.1.1.425	K24995
1.3.8.17	K24998
1.5.1.53	K25004
1.5.1.20	K25009
3.1.1.117	K25010
5.3.3.23	K25035
2.3.1.302	K25042
2.7.1.232	K25043
1.14.14.71	K25060
1.14.11.49	K25061
4.2.1.139	K25075
4.2.3.159	K25134
2.3.1.303	K25194
2.4.1.378	K25195
2.4.1.379	K25196
2.4.1.380	K25197
2.4.1.381	K25198
2.4.1.382	K25199
2.4.1.383	K25200
2.1.1.376	K25220
2.1.1.378	K25221
2.1.1.379	K25222
1.2.1.107	K25224
3.1.6.21	K25227
2.4.1.384	K25230
2.7.1.233	K25231
6.2.1.68	K25234
6.2.1.73	K25254
4.2.1.177	K25255
4.2.1.176	K25260
4.4.1.38	K25261
4.4.1.41	K25264
3.4.22.29	K25293
3.4.22.28	K25299
5.1.1.10	K25316
3.4.22.66	K25325
3.4.21.91	K25328
2.7.3.5	K25364
3.5.3.10	K25365
3.5.1.134	K25379
3.6.1.76	K25520
1.14.14.66	K25522
1.14.13.248	K25562
1.14.13.249	K25563
1.14.13.250	K25564
2.6.1.121	K25570
2.6.1.120	K25571
2.7.7.107	K25574
2.6.1.123	K25575
4.8.1.1	K25585
5.3.99.12	K25586
3.4.17.25	K25587
3.2.2.2	K25589
2.1.1.380	K25594
2.1.1.381	K25595
4.2.1.178	K25596
4.3.99.5	K25597
6.7.1.1	K25598
2.1.1.383	K25600
2.3.1.307	K25601
2.7.1.234	K25602
3.2.1.215	K25603
3.5.1.137	K25604
3.2.1.170	K25649
1.3.3.17	K25759
6.2.1.75	K25760
2.8.3.28	K25761
2.3.1.308	K25762
2.4.1.387	K25763
2.4.1.388	K25764
2.7.1.236	K25765
3.2.1.216	K25766
3.2.1.217	K25767
1.1.1.12	K25880
2.1.1.385	K25915
2.1.1.382	K25916
2.1.1.384	K25917
2.4.1.389	K25919
2.5.1.155	K25920
2.5.1.156	K25921
3.4.21.90	K25929
4.1.1.123	K25932
2.7.1.238	K25936
1.1.1.104	K25939
1.4.1.28	K25950
1.5.3.25	K25951
1.14.14.183	K25953
1.1.1.433	K25985
1.13.11.93	K25986
1.14.11.78	K25987
3.1.3.33	K25991
3.4.22.39	K26012
3.1.3.34	K26036
2.4.1.27	K26044
4.2.1.123	K26054
4.3.2.11	K26055
1.1.1.432	K26057
1.14.14.181	K26058
1.1.2.11	K26059
1.1.1.268	K26078
1.1.1.269	K26079
1.1.3.29	K26080
1.1.3.50	K26081
1.13.11.40	K26082
1.1.1.436	K26113
3.4.13.4	K26141
2.7.1.239	K26208
3.1.3.109	K26210
2.4.2.15	K26211
2.7.8.48	K26283
2.4.1.390	K26285
2.4.1.391	K26286
2.4.1.392	K26287
3.2.1.218	K26288
3.2.1.219	K26289
1.3.2.4	K26318
1.4.3.27	K26346
1.14.11.81	K26347
4.1.99.27	K26348
4.2.2.28	K26349
4.2.3.206	K26350
4.2.3.207	K26351
4.2.3.208	K26352
4.2.3.209	K26353
4.2.3.210	K26354
1.3.1.125	K26355
4.4.1.43	K26365
